matched_product,anchor_store,anchor_price,comparison_store,comparison_product,comparison_price,price_diff_pkr,confidence_score_pct
"durex extra safe condom, 3-pack",Naheed (Karachi),450.0,Metro (Islamabad/Rawalpindi),durex extra safe condoms pack of 3s,377.54,-72.45999999999998,92.31
tapal lemon green tea bags 30-pack,Naheed (Karachi),250.0,Imtiaz (Karachi),tapal green tea bags lemon 30's,239.0,-11.0,92.31
adam's cheddar cheese 907g,Naheed (Karachi),1800.0,Metro (Islamabad/Rawalpindi),adams cheddar cheese 907 gm,1398.31,-401.69000000000005,92.31
"lipton yellow label tea, 100 tea bags",Naheed (Karachi),1200.0,Metro (Lahore),lipton yellow label black tea 100 tea bags,697.71,-502.28999999999996,92.31
"tapal ginger honey green tea bag, 30-pack",Naheed (Karachi),250.0,Imtiaz (Karachi),tapal green tea bags ginger honey 30's,239.0,-11.0,92.31
tapal lemon green tea bags 90-pack,Naheed (Karachi),720.0,Imtiaz (Karachi),tapal green tea bags lemon 90's,649.0,-71.0,92.31
"wah potato sticks, black pepper, 150g",Naheed (Karachi),250.0,Metro (Islamabad/Rawalpindi),wah potato sticks black pepper,247.0,-3.0,92.31
dalda extra virgin olive oil 3 litres,Naheed (Karachi),9500.0,Metro (Karachi),dalda extra virgin olive oil 3ltr,6525.42,-2974.58,92.31
"lipton yellow label tea, 100 tea bags",Naheed (Karachi),1200.0,Metro (Islamabad/Rawalpindi),lipton yellow label black tea 100 tea bags,697.71,-502.28999999999996,92.31
"lipton yellow label tea, 100 tea bags",Naheed (Karachi),1200.0,Metro (Karachi),lipton yellow label black tea 100 tea bags,761.71,-438.28999999999996,92.31
muree brewery`s lemon malt can 250ml,Naheed (Karachi),85.0,Imtiaz (Karachi),murree brewery's beer can lemon malt 250ml,82.0,-3.0,92.31
bake parlor chinese real egg noodles 227gm,Naheed (Karachi),170.0,Imtiaz (Karachi),bake parlor egg noodles chinese 227g,135.0,-35.0,92.31
mitchell's chick peas 800g,Naheed (Karachi),650.0,Metro (Lahore),mitchells chick peas 800gm,279.66,-370.34,92.31
dalda extra virgin olive oil 3 litres,Naheed (Karachi),9500.0,Metro (Islamabad/Rawalpindi),dalda extra virgin olive oil 3ltr,6525.42,-2974.58,92.31
"wah potato sticks, black pepper, 150g",Naheed (Karachi),250.0,Metro (Lahore),wah potato sticks black pepper,247.0,-3.0,92.31
adam's cheddar cheese 907g,Naheed (Karachi),1800.0,Metro (Karachi),adams cheddar cheese 907 gm,1398.31,-401.69000000000005,92.31
"durex extra safe condom, 3-pack",Naheed (Karachi),450.0,Metro (Karachi),durex extra safe condoms pack of 3s,377.54,-72.45999999999998,92.31
mitchell's chick peas 800g,Naheed (Karachi),650.0,Metro (Islamabad/Rawalpindi),mitchells chick peas 800gm,279.66,-370.34,92.31
"durex extra safe condom, 3-pack",Naheed (Karachi),450.0,Metro (Lahore),durex extra safe condoms pack of 3s,377.54,-72.45999999999998,92.31
molfix isotonic water sensitive skin baby wipes 60-pack,Naheed (Karachi),550.0,AlFatah (Faisalabad),molfix isotonic water  sensitive skin wipes 60 pcs,499.0,-51.0,92.31
muree brewery`s peach malt can 250ml,Naheed (Karachi),85.0,Imtiaz (Karachi),murree brewery's beer can peach malt 250ml,82.0,-3.0,92.31
dalda extra virgin olive oil 3 litres,Naheed (Karachi),9500.0,Metro (Lahore),dalda extra virgin olive oil 3ltr,6525.42,-2974.58,92.31
"framesi professional activator, 6%, 20 vol, 946ml",Naheed (Karachi),3290.0,AlFatah (Faisalabad),framesi professional activator -20 vol 946 ml,2468.0,-822.0,92.13
"lipton yellow label tea, 50 tea bags",Naheed (Karachi),600.0,Metro (Karachi),lipton yellow label black tea 50 tea bags,281.35,-318.65,92.11
"perfect approach room air freshener, 300ml",Naheed (Karachi),525.0,Imtiaz (Karachi),perfect air freshner approach 300ml,465.0,-60.0,92.11
"lipton yellow label tea, 50 tea bags",Naheed (Karachi),600.0,Metro (Islamabad/Rawalpindi),lipton yellow label black tea 50 tea bags,380.36,-219.64,92.11
"lipton yellow label tea, 50 tea bags",Naheed (Karachi),600.0,Metro (Lahore),lipton yellow label black tea 50 tea bags,380.36,-219.64,92.11
"razmin sweet chilli sauce, 300ml",Naheed (Karachi),565.0,AlFatah (Faisalabad),razmin sauce sweet chilli 300 ml,545.0,-20.0,92.06
"arbella elbows pasta, 500g",Naheed (Karachi),399.0,Metro (Islamabad/Rawalpindi),arbella elbow pasta 500 gm,444.0,45.0,92.0
"arbella elbows pasta, 500g",Naheed (Karachi),399.0,Metro (Karachi),arbella elbow pasta 500 gm,444.0,45.0,92.0
"arbella elbows pasta, 500g",Naheed (Karachi),399.0,Metro (Lahore),arbella elbow pasta 500 gm,444.0,45.0,92.0
"sprite lemon mint pet, 350ml",Naheed (Karachi),70.0,Metro (Karachi),sprite lemon mint 350ml,69.0,-1.0,92.0
"arbella elbows pasta, 500g",Naheed (Karachi),399.0,Metro (Karachi),arbella elbow pasta 500 gm,444.0,45.0,92.0
"arbella elbows pasta, 500g",Naheed (Karachi),399.0,Metro (Lahore),arbella elbow pasta 500 gm,444.0,45.0,92.0
"sprite lemon mint pet, 350ml",Naheed (Karachi),70.0,Metro (Islamabad/Rawalpindi),sprite lemon mint 350ml,69.0,-1.0,92.0
"arbella elbows pasta, 500g",Naheed (Karachi),399.0,Metro (Islamabad/Rawalpindi),arbella elbow pasta 500 gm,444.0,45.0,92.0
"sprite lemon mint pet, 350ml",Naheed (Karachi),70.0,Metro (Lahore),sprite lemon mint 350ml,69.0,-1.0,92.0
"nestle cerelac apple, strawberry & pear, 175g",Naheed (Karachi),540.0,Metro (Karachi),"nestle cerelac apple, strawberry and pear 175 gm",400.0,-140.0,91.95
"nestle cerelac apple, strawberry & pear, 175g",Naheed (Karachi),540.0,Metro (Islamabad/Rawalpindi),"nestle cerelac apple, strawberry and pear 175 gm",400.0,-140.0,91.95
"nestle cerelac apple, strawberry & pear, 175g",Naheed (Karachi),540.0,Metro (Lahore),"nestle cerelac apple, strawberry and pear 175 gm",400.0,-140.0,91.95
nestle nido 1+ 375g,Naheed (Karachi),1130.0,Metro (Islamabad/Rawalpindi),nestle nido 3+ 375gm,840.0,-290.0,91.89
nestle nido 1+ 375g,Naheed (Karachi),1130.0,Metro (Lahore),nestle nido 3+ 375gm,840.0,-290.0,91.89
nestle nido 1+ 375g,Naheed (Karachi),1130.0,Metro (Karachi),nestle nido 3+ 375gm,840.0,-290.0,91.89
"molfix isotonic water fresh clean baby wipes, 60-pack",Naheed (Karachi),550.0,AlFatah (Faisalabad),molfix isotonic water  fresh clean wipes 60 pcs,499.0,-51.0,91.84
"mitchell's kachumar achaar, 340g",Naheed (Karachi),365.0,AlFatah (Faisalabad),mitchells kachumar achar 340 gm,350.0,-15.0,91.8
"wah potato sticks, red chilli, 150g",Naheed (Karachi),250.0,Metro (Lahore),wah potato sticks red chilli,247.0,-3.0,91.8
"wah potato sticks, red chilli, 150g",Naheed (Karachi),250.0,Metro (Karachi),wah potato sticks red chilli,247.0,-3.0,91.8
"dadi jan sindhi masala mung daal papad, 200g",Naheed (Karachi),400.0,Imtiaz (Karachi),dadi jan sindhi masala mung dal papad 200g,305.0,-95.0,91.76
national apple jam 440gm,Naheed (Karachi),350.0,Metro (Lahore),national jam apple 440 gm,221.19,-128.81,91.67
national apple jam 440gm,Naheed (Karachi),350.0,Metro (Karachi),national jam apple 440 gm,221.19,-128.81,91.67
"perfect heaven room air freshener, 300ml",Naheed (Karachi),525.0,Imtiaz (Karachi),perfect air freshner heaven 300ml,465.0,-60.0,91.67
colgate plax freshmint splash mouthwash 500ml,Naheed (Karachi),850.0,Metro (Karachi),colgate plax freshmint mouthwash 500ml,492.23,-357.77,91.57
colgate plax freshmint splash mouthwash 500ml,Naheed (Karachi),850.0,Metro (Lahore),colgate plax freshmint mouthwash 500ml,492.23,-357.77,91.57
tapal tropical peach green tea bags 30-pack,Naheed (Karachi),250.0,Imtiaz (Karachi),tapal green tea bags tropical peach 30's,239.0,-11.0,91.57
mehran bihari kabab masala 50g,Naheed (Karachi),130.0,Metro (Islamabad/Rawalpindi),shan bihari kabab masala 50gm,84.4704,-45.5296,91.53
mehran bihari kabab masala 50g,Naheed (Karachi),130.0,Metro (Karachi),shan bihari kabab masala 50gm,84.4704,-45.5296,91.53
"fresh street baking powder, 100g",Naheed (Karachi),400.0,AlFatah (Faisalabad),fresh st baking powder 100gm,365.0,-35.0,91.53
"oreo sandwich ice cream, 135ml",Naheed (Karachi),2099.0,AlFatah (Faisalabad),oreo ice cream sandwich 135 ml,1845.0,-254.0,91.53
"flormar baked powder, 021 beige with gold, 9g",Naheed (Karachi),5070.0,AlFatah (Faisalabad),flormar baked powder bpw np-021 beige with gold 9gm,3241.0,-1829.0,91.49
"tyfon white phenyle, concentrated, 225ml",Naheed (Karachi),330.0,Imtiaz (Karachi),tyfon phenyle concentrated 225ml,259.0,-71.0,91.43
"lotte spout peppermint gum, 23.8g",Naheed (Karachi),50.0,Imtiaz (Karachi),lotte spout gum peppermint stick 23.8g,49.0,-1.0,91.43
kolson rigged elbow macaroni 400g,Naheed (Karachi),215.0,Imtiaz (Karachi),kolson macaroni elbow ridged bag 400g,182.0,-33.0,91.43
"tyfon white phenyle, concentrated, 500ml",Naheed (Karachi),510.0,Imtiaz (Karachi),tyfon phenyle concentrated 500ml,439.0,-71.0,91.43
"lotte spout strawberry gum, 23.8g",Naheed (Karachi),50.0,Imtiaz (Karachi),lotte spout gum strawberry stick 23.8g,49.0,-1.0,91.43
"cerave hydrating facial cleanser, normal to dry skin, 355ml",Naheed (Karachi),8400.0,AlFatah (Faisalabad),cerave hydrating facial cleanser for normal to dry skin 473,8995.0,595.0,91.38
fauji corn flakes 250gm,Naheed (Karachi),650.0,Metro (Karachi),fauji corn flakes 250 gm,330.51,-319.49,91.3
rin washing powder 1000g,Naheed (Karachi),399.0,Metro (Karachi),rin washing powder 1kg,0.0,-399.0,91.3
rin washing powder 1000g,Naheed (Karachi),399.0,Metro (Lahore),rin washing powder 1kg,0.0,-399.0,91.3
"billie eilish no.2, eau de parfum, for women, 100ml",Naheed (Karachi),14850.0,AlFatah (Faisalabad),billie eilish eau de perfume for women 100ml,20900.0,6050.0,91.3
fauji corn flakes 250gm,Naheed (Karachi),650.0,Metro (Lahore),fauji corn flakes 250 gm,330.51,-319.49,91.3
rin washing powder 1000g,Naheed (Karachi),399.0,Metro (Islamabad/Rawalpindi),rin washing powder 1kg,0.0,-399.0,91.3
"harpic original, 450ml",Naheed (Karachi),475.0,Metro (Islamabad/Rawalpindi),harpic tbc original 450ml,339.28,-135.72000000000003,91.3
"harpic original, 450ml",Naheed (Karachi),475.0,Metro (Lahore),harpic tbc original 450ml,368.88,-106.12,91.3
fauji corn flakes 250gm,Naheed (Karachi),650.0,Metro (Islamabad/Rawalpindi),fauji corn flakes 250 gm,330.51,-319.49,91.3
"harpic original, 450ml",Naheed (Karachi),475.0,Metro (Karachi),harpic tbc original 450ml,368.88,-106.12,91.3
"dairy life mozzarella shredded cheese, 400g",Naheed (Karachi),1270.0,AlFatah (Faisalabad),dairy life mozzarella cheese shredded 400gm (24 pcs),1245.0,-25.0,91.3
"mothercare baby lotion soap, 80g",Naheed (Karachi),225.0,Imtiaz (Karachi),mothercare soap lotion 80g,199.0,-26.0,91.23
"national pulao masala mix, 140g",Naheed (Karachi),290.0,Metro (Lahore),national pulao masala 140gm,161.02,-128.98,91.23
"tapal danedar tea bags, 50-pack",Naheed (Karachi),500.0,Imtiaz (Karachi),tapal tea bags danedar 50's,449.0,-51.0,91.23
"national pulao masala mix, 140g",Naheed (Karachi),290.0,Metro (Karachi),national pulao masala 140gm,161.02,-128.98,91.23
"national pulao masala mix, 140g",Naheed (Karachi),290.0,Metro (Islamabad/Rawalpindi),national pulao masala 140gm,161.02,-128.98,91.23
"mehran chilli garlic sauce pouch, 800g",Naheed (Karachi),353.0,Imtiaz (Karachi),mehran chilli garlic sauce 800g,335.0,-18.0,91.18
"shan shoop noodles chattpata, 50g",Naheed (Karachi),45.0,Imtiaz (Karachi),shan shoop noodle chattpata 4in1 50g,155.0,110.0,91.18
"bakea dark chocolate cake mix, 430g",Naheed (Karachi),665.0,Metro (Lahore),bakea cake mix milk chocolate 430g,353.54,-311.46,91.18
"bakea dark chocolate cake mix, 430g",Naheed (Karachi),665.0,Metro (Karachi),bakea cake mix milk chocolate 430g,353.54,-311.46,91.18
"bakea dark chocolate cake mix, 430g",Naheed (Karachi),665.0,Metro (Islamabad/Rawalpindi),bakea cake mix milk chocolate 430g,353.54,-311.46,91.18
"perfect cool room air freshener, 300ml",Naheed (Karachi),525.0,Imtiaz (Karachi),perfect air freshner cool 300ml,465.0,-60.0,91.18
"mehran chilli garlic sauce pouch, 400g",Naheed (Karachi),200.0,Imtiaz (Karachi),mehran chilli garlic sauce 400g,189.0,-11.0,91.18
"shangrila garlic chilli sauce pouch, 400g",Naheed (Karachi),205.0,Imtiaz (Karachi),shangrila sauce green chilli pouch 400g,191.0,-14.0,91.14
"fresh street mexican shredded cheese, 200g",Naheed (Karachi),750.0,AlFatah (Faisalabad),fresh st shredded mexican cheese 200 gm,695.0,-55.0,91.14
"cerave baby moisturizing lotion, 237ml",Naheed (Karachi),7500.0,AlFatah (Faisalabad),cerave baby moisturising kids lotion 237ml,4995.0,-2505.0,91.14
"anua rice 70+ ceramide intensive moisturizing milk, 150ml",Naheed (Karachi),7000.0,AlFatah (Faisalabad),anua  rice 70 intensive moisturizing milk 150ml,6995.0,-5.0,91.09
"nestle fruita vitals sparkling peach juice, can, 250ml",Naheed (Karachi),145.0,Metro (Lahore),nestle fruita vitals sparkling peach can 250 ml,86.5302,-58.469800000000006,90.91
rasasi hawas for him edp 100ml,Naheed (Karachi),8730.0,AlFatah (Faisalabad),rasasi hawas kobra for him edp 100ml,11900.0,3170.0,90.91
"surf excel washing powder, 2 kg",Naheed (Karachi),1110.0,AlFatah (Faisalabad),surf excel washing powder pouch 2 kg,1095.0,-15.0,90.91
rossmorr baking powder 100g,Naheed (Karachi),140.0,Metro (Karachi),rossmoor baking powder 100 gm,110.17,-29.83,90.91
rose petal tulip facial tissue,Naheed (Karachi),180.0,Metro (Karachi),rose petal tulip tissues facial pack,141.03,-38.97,90.91
"farlin ultra thin breast pad, 60-pack, aa-31014",Naheed (Karachi),3025.0,AlFatah (Faisalabad),farlin breast pads ultra thin 60pc aa-31014,2695.0,-330.0,90.91
dalda canola oil 3 litres bottle,Naheed (Karachi),1850.0,Metro (Karachi),dalda canola oil bottle 3ltr,1677.97,-172.02999999999997,90.91
rafhan corn oil 10 litres tin,Naheed (Karachi),9360.0,Metro (Karachi),rafhan corn oil 10 litre,10131.4,771.3999999999996,90.91
"nestle fruita vitals sparkling peach juice, can, 250ml",Naheed (Karachi),145.0,Metro (Karachi),nestle fruita vitals sparkling peach can 250 ml,86.5302,-58.469800000000006,90.91
"palmolive naturals aloe vera & chamomile hand wash, 225ml",Naheed (Karachi),340.0,Metro (Lahore),palmolive hand wash aloe vera + chamomile 225ml,199.88,-140.12,90.91
"sabroso boneless breast, 1 kg",Naheed (Karachi),1390.0,Metro (Lahore),sabroso boneless breast 1kg,1500.0,110.0,90.91
rose petal tulip facial tissue,Naheed (Karachi),180.0,Metro (Lahore),rose petal tulip tissues facial pack,141.03,-38.97,90.91
rafhan corn oil 10 litres tin,Naheed (Karachi),9360.0,Metro (Islamabad/Rawalpindi),rafhan corn oil 10 litre,10131.4,771.3999999999996,90.91
dalda canola oil 3 litres bottle,Naheed (Karachi),1850.0,Metro (Islamabad/Rawalpindi),dalda canola oil bottle 3ltr,1677.97,-172.02999999999997,90.91
"dipitt buffalo sauce, 300g",Naheed (Karachi),425.0,Metro (Karachi),dipitt hot buffalo sauce 300gm,343.22,-81.77999999999997,90.91
"palmolive naturals aloe vera & chamomile hand wash, 225ml",Naheed (Karachi),340.0,Metro (Islamabad/Rawalpindi),palmolive hand wash aloe vera + chamomile 225ml,199.88,-140.12,90.91
"palmolive naturals aloe vera & chamomile hand wash, 225ml",Naheed (Karachi),340.0,Metro (Karachi),palmolive hand wash aloe vera + chamomile 225ml,199.88,-140.12,90.91
"bake parlour super fine atta, 10 kg",Naheed (Karachi),1450.0,Metro (Karachi),bake parlor super fine atta 10kg,1629.0,179.0,90.91
rossmorr baking powder 100g,Naheed (Karachi),140.0,Metro (Lahore),rossmoor baking powder 100 gm,110.17,-29.83,90.91
"dipitt buffalo sauce, 300g",Naheed (Karachi),425.0,Metro (Lahore),dipitt hot buffalo sauce 300gm,343.22,-81.77999999999997,90.91
"knorr chilli garlic sauce, 4 kg, pouch",Naheed (Karachi),2999.0,Metro (Lahore),knorr sauce chilli garlic 4 kg,1567.0,-1432.0,90.91
"sabroso boneless breast, 1 kg",Naheed (Karachi),1390.0,Metro (Karachi),sabroso boneless breast 1kg,1500.0,110.0,90.91
borges olive baby oil 250ml,Naheed (Karachi),1495.0,AlFatah (Faisalabad),borges baby oil olive 250 ml,1365.0,-130.0,90.91
"knorr chilli garlic sauce, 4 kg, pouch",Naheed (Karachi),2999.0,Metro (Karachi),knorr sauce chilli garlic 4 kg,1567.0,-1432.0,90.91
"sabroso boneless breast, 1 kg",Naheed (Karachi),1390.0,Metro (Islamabad/Rawalpindi),sabroso boneless breast 1kg,1500.0,110.0,90.91
mitchell's strawberry jam tin 1050g,Naheed (Karachi),750.0,Metro (Islamabad/Rawalpindi),mitchells strawberry jam 1050gm,444.92,-305.08,90.91
dalda canola oil 3 litres bottle,Naheed (Karachi),1850.0,Metro (Lahore),dalda canola oil bottle 3ltr,1677.97,-172.02999999999997,90.91
rossmorr baking powder 100g,Naheed (Karachi),140.0,Metro (Islamabad/Rawalpindi),rossmoor baking powder 100 gm,110.17,-29.83,90.91
"knorr chilli garlic sauce, 4 kg, pouch",Naheed (Karachi),2999.0,Metro (Islamabad/Rawalpindi),knorr sauce chilli garlic 4 kg,1567.0,-1432.0,90.91
rose petal tulip facial tissue,Naheed (Karachi),180.0,Metro (Islamabad/Rawalpindi),rose petal tulip tissues facial pack,141.03,-38.97,90.91
mitchell's strawberry jam tin 1050g,Naheed (Karachi),750.0,Metro (Lahore),mitchells strawberry jam 1050gm,444.92,-305.08,90.91
"dipitt buffalo sauce, 300g",Naheed (Karachi),425.0,Metro (Islamabad/Rawalpindi),dipitt hot buffalo sauce 300gm,343.22,-81.77999999999997,90.91
kellogg's froot loops cereal 300g,Naheed (Karachi),1890.0,AlFatah (Faisalabad),kelloggs cereal froot loops 300 gm,1895.0,5.0,90.91
"nestle fruita vitals sparkling peach juice, can, 250ml",Naheed (Karachi),145.0,Metro (Islamabad/Rawalpindi),nestle fruita vitals sparkling peach can 250 ml,86.5302,-58.469800000000006,90.91
"tyfon super active crawling insect killer powder, 130g",Naheed (Karachi),120.0,Imtiaz (Karachi),tyfon powder insect killer super active 130g,99.0,-21.0,90.72
tapal danedar tea enveloped tea bags 100-pack,Naheed (Karachi),1000.0,Imtiaz (Karachi),tapal tea bags danedar envelpe pack 100's,899.0,-101.0,90.7
"flormar baked powder, 034 honey beige, 9g",Naheed (Karachi),5070.0,AlFatah (Faisalabad),flormar baked powder bpw np-034 honey beige 9gm,3241.0,-1829.0,90.7
"indomie lemon tarka flavour instant noodles, 70g",Naheed (Karachi),65.0,Imtiaz (Karachi),indomie instant noodles lemon tarka 70g,55.0,-10.0,90.7
"national crushed pickle in oil, mixed, 750g",Naheed (Karachi),698.0,Imtiaz (Karachi),national pickle crushed mixed 750g,621.0,-77.0,90.67
olper's badam zafran flavoured milk 180ml,Naheed (Karachi),95.0,Metro (Karachi),olpers badam zafran flavoured milk,1322.14,1227.14,90.67
garnier color natural hair color 1,Naheed (Karachi),849.0,Metro (Karachi),garnier color naturals hair color black 1,680.74,-168.26,90.67
olper's badam zafran flavoured milk 180ml,Naheed (Karachi),95.0,Metro (Lahore),olpers badam zafran flavoured milk,1322.14,1227.14,90.67
garnier color natural hair color 4,Naheed (Karachi),999.0,Metro (Karachi),garnier color naturals hair color brown 4,680.74,-318.26,90.67
garnier color natural hair color 4,Naheed (Karachi),999.0,Metro (Lahore),garnier color naturals hair color brown 4,680.74,-318.26,90.67
garnier color natural hair color 1,Naheed (Karachi),849.0,Metro (Lahore),garnier color naturals hair color black 1,680.74,-168.26,90.67
garnier color natural hair color 1,Naheed (Karachi),849.0,Metro (Islamabad/Rawalpindi),garnier color naturals hair color black 1,680.74,-168.26,90.67
"gillette proglide power cartridges, 4-pack",Naheed (Karachi),6500.0,AlFatah (Faisalabad),gillette proglide 4 cartrides pack,5995.0,-505.0,90.67
tapal pure green green tea bags 30-pack,Naheed (Karachi),250.0,Imtiaz (Karachi),tapal green tea bags pure green 30's,239.0,-11.0,90.67
"spontex scouring sponge, large size",Naheed (Karachi),90.0,Imtiaz (Karachi),spontex scouring sponges large,77.0,-13.0,90.62
"young's mayo red chilli sauce, 500ml",Naheed (Karachi),550.0,Imtiaz (Karachi),young's mayo red chilli 500ml,469.0,-81.0,90.62
"groove adult cat food, beef, 1.2kg",Naheed (Karachi),1075.0,AlFatah (Faisalabad),groove dog food beef adult 1.2kg,945.0,-130.0,90.62
dalda pomace olive oil 1 litre,Naheed (Karachi),2750.0,Metro (Lahore),dalda olive oil pomace 1ltr,2600.0,-150.0,90.57
"lay's wavy yogurt & herb, 30g",Naheed (Karachi),50.0,AlFatah (Faisalabad),lays wavy yougart&herb 30gm,50.0,0.0,90.57
nestle milkpak cream 200ml,Naheed (Karachi),230.0,Metro (Karachi),nestle milkpak cream 200 ml,158.47,-71.53,90.57
dalda pomace olive oil 1 litre,Naheed (Karachi),2750.0,Metro (Karachi),dalda olive oil pomace 1ltr,2600.0,-150.0,90.57
rafhan corn oil 3 litres bottle,Naheed (Karachi),3200.0,Metro (Karachi),rafhan corn oil bottle 3ltr,2838.98,-361.02,90.57
mi dual-port 37w car charger,Naheed (Karachi),3500.0,AlFatah (Faisalabad),33w dual port car charger,4400.0,900.0,90.57
dalda pomace olive oil 1 litre,Naheed (Karachi),2750.0,Metro (Islamabad/Rawalpindi),dalda olive oil pomace 1ltr,2033.9,-716.0999999999999,90.57
rafhan corn oil 3 litres bottle,Naheed (Karachi),3200.0,Metro (Islamabad/Rawalpindi),rafhan corn oil bottle 3ltr,3385.59,185.59000000000015,90.57
national chat masala 100gm,Naheed (Karachi),190.0,Metro (Islamabad/Rawalpindi),national chaat masala 100 gm,93.2204,-96.7796,90.57
"mitchell's apple jelly, 450g",Naheed (Karachi),320.0,Metro (Lahore),mitchell jelly apple 450 gm,250.0,-70.0,90.57
mumtaz table margarine 500g,Naheed (Karachi),840.0,Metro (Islamabad/Rawalpindi),mumtaz margarine tub 500 gm,833.0,-7.0,90.57
rafhan corn oil 3 litres bottle,Naheed (Karachi),3200.0,Metro (Lahore),rafhan corn oil bottle 3ltr,3385.59,185.59000000000015,90.57
"qarshi chuarqa syrup, 240ml",Naheed (Karachi),130.0,AlFatah (Faisalabad),qarshi chuarqa syrup 240 ml,110.0,-20.0,90.57
nestle milkpak cream 200ml,Naheed (Karachi),230.0,Metro (Islamabad/Rawalpindi),nestle milkpak cream 200 ml,148.31,-81.69,90.57
national chat masala 100gm,Naheed (Karachi),190.0,Metro (Karachi),national chaat masala 100 gm,93.2204,-96.7796,90.57
national chat masala 100gm,Naheed (Karachi),190.0,Metro (Lahore),national chaat masala 100 gm,93.2204,-96.7796,90.57
nestle milkpak cream 200ml,Naheed (Karachi),230.0,Metro (Lahore),nestle milkpak cream 200 ml,158.47,-71.53,90.57
mumtaz table margarine 500g,Naheed (Karachi),840.0,Metro (Lahore),mumtaz margarine tub 500 gm,833.0,-7.0,90.57
"palmolive silky straight shampoo, keratin, 375ml",Naheed (Karachi),700.0,Metro (Islamabad/Rawalpindi),palmolive shampoo silky straight 375ml,443.05,-256.95,90.48
"palmolive silky straight shampoo, keratin, 375ml",Naheed (Karachi),700.0,Metro (Lahore),palmolive shampoo silky straight 375ml,443.05,-256.95,90.48
"dettol multi-purpose lavender cleaner, 1000ml",Naheed (Karachi),1600.0,Metro (Karachi),dettol multipurpose cleaner lavender 1 litre,984.01,-615.99,90.48
"palmolive silky straight shampoo, keratin, 375ml",Naheed (Karachi),700.0,Metro (Karachi),palmolive shampoo silky straight 375ml,455.74,-244.26,90.48
"dettol multi-purpose lavender cleaner, 1000ml",Naheed (Karachi),1600.0,Metro (Lahore),dettol multipurpose cleaner lavender 1 litre,984.01,-615.99,90.48
"dettol multi-purpose lavender cleaner, 1000ml",Naheed (Karachi),1600.0,Metro (Islamabad/Rawalpindi),dettol multipurpose cleaner lavender 1 litre,770.76,-829.24,90.48
"nivea men, 48h fresh active infini fresh deodorant stick, 50ml",Naheed (Karachi),1600.0,AlFatah (Faisalabad),nivea men deo stick fresh active infini fresh 48h 50 ml,945.0,-655.0,90.43
borges extra virgin olive oil 1 litre bottle,Naheed (Karachi),5760.0,Metro (Lahore),borges olive oil extra virgin 1 litre,2851.69,-2908.31,90.41
"national sindhi biryani masala mix, 50g",Naheed (Karachi),150.0,Metro (Lahore),national sindhi biryani masala 50 gm,83.75,-66.25,90.41
"national sindhi biryani masala mix, 50g",Naheed (Karachi),150.0,Metro (Islamabad/Rawalpindi),national sindhi biryani masala 50 gm,83.75,-66.25,90.41
borges extra virgin olive oil 1 litre bottle,Naheed (Karachi),5760.0,Metro (Karachi),borges olive oil extra virgin 1 litre,2851.69,-2908.31,90.41
borges extra virgin olive oil 1 litre bottle,Naheed (Karachi),5760.0,Metro (Islamabad/Rawalpindi),borges olive oil extra virgin 1 litre,2851.69,-2908.31,90.41
"deen's burger singles cheese, 1kg",Naheed (Karachi),2170.0,Metro (Islamabad/Rawalpindi),deen's burger slice cheese 1kg,1899.0,-271.0,90.32
"deen's burger singles cheese, 1kg",Naheed (Karachi),2170.0,Metro (Karachi),deen's burger slice cheese 1kg,1899.0,-271.0,90.32
"deen's burger singles cheese, 1kg",Naheed (Karachi),2170.0,Metro (Lahore),deen's burger slice cheese 1kg,1899.0,-271.0,90.32
"garnier men acno-fight wasabi facewash, 100ml",Naheed (Karachi),849.0,Metro (Karachi),garnier men face wash acno fight 100ml,534.65,-314.35,90.24
"garnier men acno-fight wasabi facewash, 100ml",Naheed (Karachi),849.0,Metro (Islamabad/Rawalpindi),garnier men face wash acno fight 100ml,534.65,-314.35,90.24
"flormar baked powder, 032 warm sand, 9g",Naheed (Karachi),3549.0,AlFatah (Faisalabad),flormar baked powder bpw np-032 warm sand 9gm,3241.0,-308.0,90.24
"garnier men acno-fight wasabi facewash, 100ml",Naheed (Karachi),849.0,Metro (Lahore),garnier men face wash acno fight 100ml,534.65,-314.35,90.24
robin blue liquid 150ml,Naheed (Karachi),600.0,Metro (Islamabad/Rawalpindi),robin blue liquid neel 150ml,381.04,-218.95999999999998,90.2
"shezan mango squash, 800ml",Naheed (Karachi),450.0,Metro (Islamabad/Rawalpindi),shezan squash mango 800 ml,270.77,-179.23000000000002,90.2
robin blue liquid 150ml,Naheed (Karachi),600.0,Metro (Lahore),robin blue liquid neel 150ml,300.85,-299.15,90.2
mehran tandoori masala 50g,Naheed (Karachi),140.0,Metro (Lahore),shan tandoori masala 50 gm,92.2204,-47.7796,90.2
"sprite zero sugar pet, 500ml",Naheed (Karachi),115.0,Metro (Lahore),sprite zero sugar 500 ml,66.9602,-48.0398,90.2
"shezan mango squash, 800ml",Naheed (Karachi),450.0,Metro (Lahore),shezan squash mango 800 ml,266.404,-183.596,90.2
mehran tandoori masala 50g,Naheed (Karachi),140.0,Metro (Islamabad/Rawalpindi),shan tandoori masala 50 gm,83.2204,-56.7796,90.2
