matched_product,anchor_store,anchor_price,comparison_store,comparison_product,comparison_price,price_diff_pkr,confidence_score_pct
"deen's mozzarella cheese, 1kg",Naheed (Karachi),2499.0,Metro (Islamabad/Rawalpindi),deen's mozzarella cheese 1kg,2450.0,-49.0,100.0
"comfort lily fresh fabric conditioner, pink, 800ml",Naheed (Karachi),750.0,Metro (Islamabad/Rawalpindi),comfort fabric conditioner pink (lily fresh) 800ml,634.59,-115.40999999999997,100.0
"kiwi shoe polish, black, 20ml",Naheed (Karachi),230.0,Metro (Islamabad/Rawalpindi),kiwi shoe polish black 20ml,110.17,-119.83,100.0
"sabroso shahi tikka, 500g",Naheed (Karachi),1175.0,Metro (Lahore),sabroso shahi tikka 500g,889.83,-285.16999999999996,100.0
"shezan mango fruit drink, 250ml",Naheed (Karachi),125.0,Metro (Lahore),shezan fruit drink mango 250ml,30.2656,-94.7344,100.0
"dairy life pizza shredded cheese, 400g",Naheed (Karachi),1270.0,Metro (Islamabad/Rawalpindi),dairy life pizza cheese shredded 400g,1270.0,0.0,100.0
"dairy life pizza shredded cheese, 200g",Naheed (Karachi),685.0,Metro (Islamabad/Rawalpindi),dairy life pizza cheese shredded 200g,690.0,5.0,100.0
"bakea chocolate fudge brownie mix, 480g",Naheed (Karachi),599.0,Metro (Islamabad/Rawalpindi),bakea chocolate fudge brownie mix 480g,351.99,-247.01,100.0
"bakea dark chocolate cake mix, 430g",Naheed (Karachi),665.0,Metro (Islamabad/Rawalpindi),bakea cake mix dark chocolate 430g,398.87,-266.13,100.0
rose petal pop up tissue,Naheed (Karachi),250.0,Metro (Islamabad/Rawalpindi),rose petal pop up tissue,163.91,-86.09,100.0
"bakea pancake mix original, 450g",Naheed (Karachi),575.0,Metro (Islamabad/Rawalpindi),bakea pancake mix original 450g,359.49,-215.51,100.0
"shezan mango fruit drink, 250ml",Naheed (Karachi),125.0,Metro (Islamabad/Rawalpindi),shezan fruit drink mango 250ml,36.0,-89.0,100.0
"shezan fruit punch drink, 1 liter",Naheed (Karachi),225.0,Metro (Islamabad/Rawalpindi),shezan fruit drink punch 1 ltr,135.099,-89.90100000000001,100.0
"dipitt tabasco sauce, 60ml",Naheed (Karachi),225.0,Metro (Islamabad/Rawalpindi),dipitt tabasco sauce 60ml,173.73,-51.27000000000001,100.0
"cherry  blossom black shoe polish, 42ml",Naheed (Karachi),650.0,Metro (Islamabad/Rawalpindi),cherry blossom shoe polish black 42ml,393.61,-256.39,100.0
"cherry blossom dark tan shoe polish, 42ml",Naheed (Karachi),650.0,Metro (Islamabad/Rawalpindi),cherry blossom shoe polish dark tan 42ml,318.81,-331.19,100.0
"kiwi shoe polish, dark tan, 45ml",Naheed (Karachi),445.0,Metro (Islamabad/Rawalpindi),kiwi shoe polish dark tan 45ml,211.86,-233.14,100.0
"shangrila garlic chilli sauce, 3.25 kg",Naheed (Karachi),1225.0,AlFatah (Faisalabad),shangrila garlic chilli sauce 3.25 kg,1095.0,-130.0,100.0
shan tomato chutney 315gm,Naheed (Karachi),350.0,AlFatah (Faisalabad),shan tomato chutney 315gm,350.0,0.0,100.0
"groove adult chicken dog food, 1.2kg",Naheed (Karachi),999.0,AlFatah (Faisalabad),groove dog food chicken adult 1.2kg,945.0,-54.0,100.0
"dipitt chipotle sauce, 60ml",Naheed (Karachi),205.0,Metro (Islamabad/Rawalpindi),dipitt chipotle sauce 60ml,173.73,-31.27000000000001,100.0
"dipitt hot sauce, 60ml",Naheed (Karachi),205.0,Metro (Islamabad/Rawalpindi),dipitt hot sauce 60ml,131.36,-73.63999999999999,100.0
"mehran karahi gosht masala, 50g",Naheed (Karachi),140.0,Metro (Islamabad/Rawalpindi),mehran karahi gosht masala 50g,74.75,-65.25,100.0
tyfon cockroach killing gel,Naheed (Karachi),150.0,Imtiaz (Karachi),tyfon cockroach killing gel,129.0,-21.0,100.0
"kiwi shoe polish, dark tan, 20ml",Naheed (Karachi),230.0,Metro (Islamabad/Rawalpindi),kiwi shoe polish dark tan 20ml,102.12,-127.88,100.0
"cherry blossom black shoe polish, 20ml",Naheed (Karachi),325.0,Metro (Islamabad/Rawalpindi),cherry blossom shoe polish black 20ml,149.15,-175.85,100.0
dalda extra virgin olive oil 1 litre,Naheed (Karachi),3450.0,Metro (Islamabad/Rawalpindi),dalda olive oil extra virgin 1 ltr,2457.63,-992.3699999999999,100.0
dalda pomace olive oil 500ml,Naheed (Karachi),1600.0,Metro (Islamabad/Rawalpindi),dalda olive oil pomace 500ml,1186.44,-413.55999999999995,100.0
mundial olive pomace oil 4 litres,Naheed (Karachi),10199.0,Metro (Islamabad/Rawalpindi),mundial pomace olive oil 4 ltr,5843.22,-4355.78,100.0
borges pomace olive oil 4 litres,Naheed (Karachi),11280.0,Metro (Islamabad/Rawalpindi),borges pomace olive oil 4 litre,6694.92,-4585.08,100.0
borges extra virgin olive oil 500ml,Naheed (Karachi),3350.0,Metro (Islamabad/Rawalpindi),borges extra virgin olive oil  500ml,1665.25,-1684.75,100.0
"shezan fruit punch drink, 1 liter",Naheed (Karachi),225.0,Metro (Karachi),shezan fruit drink punch 1 ltr,173.0,-52.0,100.0
"kiwi shoe polish, dark tan, 20ml",Naheed (Karachi),230.0,Metro (Karachi),kiwi shoe polish dark tan 20ml,110.17,-119.83,100.0
"cherry blossom black shoe polish, 20ml",Naheed (Karachi),325.0,Metro (Karachi),cherry blossom shoe polish black 20ml,196.8,-128.2,100.0
dettol multi-purpose floral cleaner 500ml,Naheed (Karachi),825.0,Imtiaz (Karachi),dettol multi purpose cleaner floral 500ml,725.0,-100.0,100.0
dettol multi-purpose lavender cleaner 500ml,Naheed (Karachi),825.0,Imtiaz (Karachi),dettol multi purpose cleaner lavender 500ml,725.0,-100.0,100.0
hankies hygiene hand towel,Naheed (Karachi),550.0,Imtiaz (Karachi),hankies hand towel hygiene,259.0,-291.0,100.0
"cherry  blossom black shoe polish, 42ml",Naheed (Karachi),650.0,Metro (Karachi),cherry blossom shoe polish black 42ml,393.61,-256.39,100.0
"cherry blossom dark tan shoe polish, 42ml",Naheed (Karachi),650.0,Metro (Karachi),cherry blossom shoe polish dark tan 42ml,318.81,-331.19,100.0
"kiwi shoe polish, dark tan, 45ml",Naheed (Karachi),445.0,Metro (Karachi),kiwi shoe polish dark tan 45ml,211.86,-233.14,100.0
"groove kitten gourmet cat food, 1.2kg",Naheed (Karachi),1175.0,AlFatah (Faisalabad),groove cat food gourmet kitten 1.2kg,1145.0,-30.0,100.0
"groove adult cat food, beef, 1.2kg",Naheed (Karachi),1075.0,AlFatah (Faisalabad),groove cat food adult beef 1.2kg,995.0,-80.0,100.0
"groove puppy dog food, beef, 1.2kg",Naheed (Karachi),999.0,AlFatah (Faisalabad),groove dog food beef puppy 1.2kg,945.0,-54.0,100.0
"kiwi shoe polish, dark tan, 20ml",Naheed (Karachi),230.0,Imtiaz (Karachi),kiwi shoe polish 20ml dark tan,195.0,-35.0,100.0
yuppies star wax shoe polish black 100ml,Naheed (Karachi),750.0,Imtiaz (Karachi),yuppies shoe polish star wax 100ml black,628.0,-122.0,100.0
"safeguard lemon soap, 125g",Naheed (Karachi),160.0,Imtiaz (Karachi),safeguard soap lemon 125g,165.0,5.0,100.0
"dettol cool soap, 4x110g",Naheed (Karachi),560.0,Imtiaz (Karachi),dettol soap cool 4x110g,495.0,-65.0,100.0
tyfon bleach 500ml,Naheed (Karachi),230.0,Imtiaz (Karachi),tyfon bleach 500ml,205.0,-25.0,100.0
aci color bleach 500ml,Naheed (Karachi),550.0,Imtiaz (Karachi),aci color bleach 500ml,535.0,-15.0,100.0
"power plus black shoe polish liquid, 75ml",Naheed (Karachi),280.0,Imtiaz (Karachi),power plus liquid shoe polish 75ml black,255.0,-25.0,100.0
"kiwi shoe polish, black, 20ml",Naheed (Karachi),230.0,Imtiaz (Karachi),kiwi shoe polish 20ml black,189.0,-41.0,100.0
"kiwi shoe polish, dark tan, 45ml",Naheed (Karachi),445.0,Imtiaz (Karachi),kiwi shoe polish 45ml dark tan,375.0,-70.0,100.0
"filippo berio extra virgin olive oil, 750ml",Naheed (Karachi),4499.0,AlFatah (Faisalabad),filippo berio extra virgin olive oil 750ml,4495.0,-4.0,100.0
"comfort lily fresh fabric conditioner, pink, 800ml",Naheed (Karachi),750.0,Metro (Lahore),comfort fabric conditioner pink (lily fresh) 800ml,634.59,-115.40999999999997,100.0
"kiwi shoe polish, black, 20ml",Naheed (Karachi),230.0,Metro (Lahore),kiwi shoe polish black 20ml,110.17,-119.83,100.0
"dipitt chipotle sauce, 60ml",Naheed (Karachi),205.0,Metro (Karachi),dipitt chipotle sauce 60ml,173.73,-31.27000000000001,100.0
"dipitt hot sauce, 60ml",Naheed (Karachi),205.0,Metro (Karachi),dipitt hot sauce 60ml,131.36,-73.63999999999999,100.0
"dipitt tabasco sauce, 60ml",Naheed (Karachi),225.0,Metro (Karachi),dipitt tabasco sauce 60ml,173.73,-51.27000000000001,100.0
"dettol original soap, 4x110g",Naheed (Karachi),560.0,Imtiaz (Karachi),dettol soap original 4x110g,495.0,-65.0,100.0
"dettol skin care soap, 110g",Naheed (Karachi),150.0,Imtiaz (Karachi),dettol soap skin care 110g,135.0,-15.0,100.0
"safeguard lemon soap, 95g",Naheed (Karachi),125.0,Imtiaz (Karachi),safeguard soap lemon 95g,119.0,-6.0,100.0
"safeguard pure white soap, 95g",Naheed (Karachi),125.0,Imtiaz (Karachi),safeguard soap pure white 95g,119.0,-6.0,100.0
"dettol soothe soap, 110g",Naheed (Karachi),165.0,Imtiaz (Karachi),dettol soap soothe 110g,135.0,-30.0,100.0
"dettol original soap, 3x80g",Naheed (Karachi),370.0,Imtiaz (Karachi),dettol soap original 3x80g,325.0,-45.0,100.0
"dettol original soap, 110g",Naheed (Karachi),150.0,Imtiaz (Karachi),dettol soap original 110g,135.0,-15.0,100.0
"medicam dental cream, 65g",Naheed (Karachi),220.0,Imtiaz (Karachi),medicam dental cream 65g,199.0,-21.0,100.0
"dairy life pizza shredded cheese, 400g",Naheed (Karachi),1270.0,Metro (Lahore),dairy life pizza cheese shredded 400g,1270.0,0.0,100.0
"dairy life pizza shredded cheese, 200g",Naheed (Karachi),685.0,Metro (Lahore),dairy life pizza cheese shredded 200g,690.0,5.0,100.0
"deen's mozzarella cheese, 1kg",Naheed (Karachi),2499.0,Metro (Lahore),deen's mozzarella cheese 1kg,2450.0,-49.0,100.0
"parodontax original toothpaste, 50g",Naheed (Karachi),179.0,Imtiaz (Karachi),parodontax toothpaste original 50g,189.0,10.0,100.0
"protect g gum care toothpaste, 70g",Naheed (Karachi),235.0,Imtiaz (Karachi),protect toothpaste g gum care 70g,205.0,-30.0,100.0
"parodontax extra fresh toothpaste, 100g",Naheed (Karachi),298.0,Imtiaz (Karachi),parodontax toothpaste extra fresh 100g,319.0,21.0,100.0
"parodontax original toothpaste, 100g",Naheed (Karachi),298.0,Imtiaz (Karachi),parodontax toothpaste original 100g,319.0,21.0,100.0
"medicam dental cream, 90g",Naheed (Karachi),285.0,Imtiaz (Karachi),medicam dental cream 90g,259.0,-26.0,100.0
"parodontax extra fresh toothpaste, 50g",Naheed (Karachi),210.0,Imtiaz (Karachi),parodontax toothpaste extra fresh 50g,189.0,-21.0,100.0
"medicam dental cream, 140g",Naheed (Karachi),310.0,Imtiaz (Karachi),medicam dental cream 140g,279.0,-31.0,100.0
"hemani coconut hair oil, 200ml",Naheed (Karachi),525.0,Imtiaz (Karachi),hemani hair oil coconut 200ml,449.0,-76.0,100.0
rose petal pop up tissue,Naheed (Karachi),250.0,Metro (Karachi),rose petal pop up tissue,186.91,-63.09,100.0
"bakea pancake mix original, 450g",Naheed (Karachi),575.0,Metro (Karachi),bakea pancake mix original 450g,359.49,-215.51,100.0
"bakea chocolate fudge brownie mix, 480g",Naheed (Karachi),599.0,Metro (Karachi),bakea chocolate fudge brownie mix 480g,351.99,-247.01,100.0
"bakea dark chocolate cake mix, 430g",Naheed (Karachi),665.0,Metro (Karachi),bakea cake mix dark chocolate 430g,398.87,-266.13,100.0
surf excel washing powder 4.5 kg,Naheed (Karachi),2450.0,AlFatah (Faisalabad),surf excel washing powder 4.5 kg,2475.0,25.0,100.0
rose petal pop up tissue,Naheed (Karachi),250.0,Metro (Lahore),rose petal pop up tissue,194.91,-55.09,100.0
"bakea chocolate fudge brownie mix, 480g",Naheed (Karachi),599.0,Metro (Lahore),bakea chocolate fudge brownie mix 480g,351.99,-247.01,100.0
"bakea dark chocolate cake mix, 430g",Naheed (Karachi),665.0,Metro (Lahore),bakea cake mix dark chocolate 430g,398.87,-266.13,100.0
comelle condensed milk 397g,Naheed (Karachi),390.0,Imtiaz (Karachi),comelle condensed milk 397g,379.0,-11.0,100.0
"olper's full cream milk powder, 390g",Naheed (Karachi),1150.0,Imtiaz (Karachi),olper's powder milk full cream 390g,1119.0,-31.0,100.0
"olper's cream, 200ml",Naheed (Karachi),240.0,Imtiaz (Karachi),olper's cream 200ml,215.0,-25.0,100.0
"mitchell's golden apple diet jam, 300g",Naheed (Karachi),350.0,Imtiaz (Karachi),mitchell's jam golden apple diet 300g,299.0,-51.0,100.0
"mitchell's golden apple jam, 410g",Naheed (Karachi),320.0,Imtiaz (Karachi),mitchell's jam golden apple 410g,275.0,-45.0,100.0
laziza kheer mix standard 155g,Naheed (Karachi),165.0,Imtiaz (Karachi),laziza kheer mix standard 155g,155.0,-10.0,100.0
mehran kheer mix 155g,Naheed (Karachi),140.0,Imtiaz (Karachi),mehran kheer mix 155g,119.0,-21.0,100.0
mehran sheer khurma mix 160g,Naheed (Karachi),200.0,Imtiaz (Karachi),mehran sheer khurma mix 160g,158.0,-42.0,100.0
"rafhan vanilla ice cream powder, 275g",Naheed (Karachi),220.0,Imtiaz (Karachi),rafhan ice cream powder vanilla  275g,179.0,-41.0,100.0
rafhan strawberry jelly powder 80g,Naheed (Karachi),190.0,Imtiaz (Karachi),rafhan jelly powder strawberry 80g,165.0,-25.0,100.0
rafhan mango custard 275g,Naheed (Karachi),210.0,Imtiaz (Karachi),rafhan custard mango 275g,209.0,-1.0,100.0
rafhan mango jelly powder 80g,Naheed (Karachi),190.0,Imtiaz (Karachi),rafhan jelly powder mango 80g,165.0,-25.0,100.0
"dairy life pizza shredded cheese, 200g",Naheed (Karachi),685.0,Metro (Karachi),dairy life pizza cheese shredded 200g,690.0,5.0,100.0
"mitchell's apple jelly, 200g",Naheed (Karachi),185.0,Imtiaz (Karachi),mitchell's jelly apple 200g,159.0,-26.0,100.0
"mitchell's mango jam, 200g",Naheed (Karachi),185.0,Imtiaz (Karachi),mitchell's jam mango 200g,159.0,-26.0,100.0
rasasi hope for men edt 75ml,Naheed (Karachi),2790.0,AlFatah (Faisalabad),rasasi hope edt for men 75ml,3000.0,210.0,100.0
"dipitt hot sauce, 60ml",Naheed (Karachi),205.0,Metro (Lahore),dipitt hot sauce 60ml,131.36,-73.63999999999999,100.0
"dipitt tabasco sauce, 60ml",Naheed (Karachi),225.0,Metro (Lahore),dipitt tabasco sauce 60ml,173.73,-51.27000000000001,100.0
"mitchell's mixed fruit jam, 200g",Naheed (Karachi),185.0,Imtiaz (Karachi),mitchell's jam mixed fruit 200g,159.0,-26.0,100.0
"dairy life pizza shredded cheese, 400g",Naheed (Karachi),1270.0,Metro (Karachi),dairy life pizza cheese shredded 400g,1270.0,0.0,100.0
"deen's mozzarella cheese, 1kg",Naheed (Karachi),2499.0,Metro (Karachi),deen's mozzarella cheese 1kg,2450.0,-49.0,100.0
"nature's own quick cooking white oats, pouch, 200g",Naheed (Karachi),240.0,Imtiaz (Karachi),nature's own quick cooking white oats 200g pouch,219.0,-21.0,100.0
"nature's own quick cooking white oats, 400g, tin",Naheed (Karachi),670.0,Imtiaz (Karachi),nature's own quick cooking white oats 400g tin,655.0,-15.0,100.0
"fauji choco rings, 250g",Naheed (Karachi),875.0,Imtiaz (Karachi),fauji choco rings 250g,689.0,-186.0,100.0
fauji barley porridge 1kg,Naheed (Karachi),1099.0,Imtiaz (Karachi),fauji barley porridge 1kg,859.0,-240.0,100.0
borges olive oil extra light 500ml,Naheed (Karachi),3140.0,Imtiaz (Karachi),borges olive oil extra light 500ml,2742.0,-398.0,100.0
borges extra virgin olive oil 500ml,Naheed (Karachi),3350.0,Imtiaz (Karachi),borges olive oil extra virgin 500ml,2925.0,-425.0,100.0
"dipitt smokey bbq sauce, 300g",Naheed (Karachi),355.0,Imtiaz (Karachi),dipitt smokey bbq sauce 300g,274.0,-81.0,100.0
"santan coconut milk powder,50g",Naheed (Karachi),250.0,Imtiaz (Karachi),santan coconut milk powder 50g,249.0,-1.0,100.0
"dipitt oyster sauce, 300g",Naheed (Karachi),475.0,Imtiaz (Karachi),dipitt oyster sauce 300g,379.0,-96.0,100.0
shangrila worcestershire sauce 275ml,Naheed (Karachi),160.0,Imtiaz (Karachi),shangrila sauce worcestershire 275ml,145.0,-15.0,100.0
"shangrila chunks mixed pickle, 750g",Naheed (Karachi),605.0,Imtiaz (Karachi),shangrila mixed pickle chunks 750g,564.0,-41.0,100.0
"national iodized salt, 800g",Naheed (Karachi),60.0,Imtiaz (Karachi),national salt iodized 800g,49.0,-11.0,100.0
mehran malai boti masala 40g,Naheed (Karachi),150.0,Imtiaz (Karachi),mehran malai boti masala 40g,115.0,-35.0,100.0
"falak crispy fried chicken mix, 75g",Naheed (Karachi),190.0,Imtiaz (Karachi),falak crispy fried chicken mix 75g,155.0,-35.0,100.0
dalda pomace olive oil 500ml,Naheed (Karachi),1600.0,Metro (Karachi),dalda olive oil pomace 500ml,1186.44,-413.55999999999995,100.0
borges pomace olive oil 4 litres,Naheed (Karachi),11280.0,Metro (Karachi),borges pomace olive oil 4 litre,6694.92,-4585.08,100.0
"shezan fruit punch drink, 1 liter",Naheed (Karachi),225.0,Metro (Lahore),shezan fruit drink punch 1 ltr,160.0,-65.0,100.0
"cherry blossom black shoe polish, 20ml",Naheed (Karachi),325.0,Metro (Lahore),cherry blossom shoe polish black 20ml,196.8,-128.2,100.0
"cherry  blossom black shoe polish, 42ml",Naheed (Karachi),650.0,Metro (Lahore),cherry blossom shoe polish black 42ml,393.61,-256.39,100.0
"cherry blossom dark tan shoe polish, 42ml",Naheed (Karachi),650.0,Metro (Lahore),cherry blossom shoe polish dark tan 42ml,318.81,-331.19,100.0
"kiwi shoe polish, dark tan, 45ml",Naheed (Karachi),445.0,Metro (Lahore),kiwi shoe polish dark tan 45ml,211.86,-233.14,100.0
"frey sultanat air freshener, 300ml",Naheed (Karachi),260.0,AlFatah (Faisalabad),frey air freshener-sultanat 300ml,245.0,-15.0,100.0
mehran biryani masala 50g,Naheed (Karachi),130.0,Imtiaz (Karachi),mehran biryani masala 50g,115.0,-15.0,100.0
mehran chicken tikka masala 50g,Naheed (Karachi),150.0,Imtiaz (Karachi),mehran chicken tikka masala 50g,115.0,-35.0,100.0
mehran tandoori masala 50g,Naheed (Karachi),140.0,Imtiaz (Karachi),mehran tandoori masala 50g,115.0,-25.0,100.0
"comfort lily fresh fabric conditioner, pink, 800ml",Naheed (Karachi),750.0,Metro (Karachi),comfort fabric conditioner pink (lily fresh) 800ml,634.59,-115.40999999999997,100.0
"kiwi shoe polish, black, 20ml",Naheed (Karachi),230.0,Metro (Karachi),kiwi shoe polish black 20ml,110.17,-119.83,100.0
"maliban cheesebits tangy cheese crackers, 170g",Naheed (Karachi),900.0,Imtiaz (Karachi),maliban tangy cheese crackers cheesebits 170g,805.0,-95.0,100.0
"mehran karahi gosht masala, 50g",Naheed (Karachi),140.0,Metro (Karachi),mehran karahi gosht masala 50g,83.75,-56.25,100.0
borges extra virgin olive oil 500ml,Naheed (Karachi),3350.0,Metro (Karachi),borges extra virgin olive oil  500ml,1665.25,-1684.75,100.0
"falak chaat masala, 100g",Naheed (Karachi),350.0,Imtiaz (Karachi),falak chaat masala 100g,289.0,-61.0,100.0
"falak fries masala, 75g",Naheed (Karachi),280.0,Imtiaz (Karachi),falak fries masala 75g,229.0,-51.0,100.0
"falak oregano leaves, 30g",Naheed (Karachi),175.0,Imtiaz (Karachi),falak oregano leaves 30g,145.0,-30.0,100.0
kolson elbow macaroni 400g box,Naheed (Karachi),210.0,Imtiaz (Karachi),kolson macaroni elbow box 400g,178.0,-32.0,100.0
"indomie lemon tarka flavour instant noodles, 120g",Naheed (Karachi),90.0,Imtiaz (Karachi),"indomie lemon tarka flavour instant noodles, 120g",75.0,-15.0,100.0
"sabroso shahi tikka, 500g",Naheed (Karachi),1175.0,Metro (Karachi),sabroso shahi tikka 500g,889.83,-285.16999999999996,100.0
"shezan mango fruit drink, 250ml",Naheed (Karachi),125.0,Metro (Karachi),shezan fruit drink mango 250ml,35.0,-90.0,100.0
quice ice cream syrup 800ml,Naheed (Karachi),525.0,Metro (Karachi),quice ice cream syrup 800ml,239.32,-285.68,100.0
"malee 100% coconut water, 330ml",Naheed (Karachi),550.0,Imtiaz (Karachi),malee coconut water 100% 330ml,469.0,-81.0,100.0
mitchell's lemon juice 300ml,Naheed (Karachi),195.0,Imtiaz (Karachi),mitchell's juice lemon 300ml,179.0,-16.0,100.0
mitchell's mango squash 800ml,Naheed (Karachi),395.0,Imtiaz (Karachi),mitchell's squash mango 800ml,329.0,-66.0,100.0
dalda pomace olive oil 500ml,Naheed (Karachi),1600.0,Metro (Lahore),dalda olive oil pomace 500ml,1186.44,-413.55999999999995,100.0
borges pomace olive oil 4 litres,Naheed (Karachi),11280.0,Metro (Lahore),borges pomace olive oil 4 litre,6694.92,-4585.08,100.0
"mehran karahi gosht masala, 50g",Naheed (Karachi),140.0,Metro (Lahore),mehran karahi gosht masala 50g,83.75,-56.25,100.0
"nutrilov berry blast crunchy cereal, 300g",Naheed (Karachi),1299.0,AlFatah (Faisalabad),nutrilov crunchy cereal berry blast 300g,1345.0,46.0,100.0
borges extra virgin olive oil 500ml,Naheed (Karachi),3350.0,Metro (Lahore),borges extra virgin olive oil  500ml,1665.25,-1684.75,100.0
dalda extra virgin olive oil 1 litre,Naheed (Karachi),3450.0,Metro (Lahore),dalda olive oil extra virgin 1 ltr,2457.63,-992.3699999999999,100.0
"mortein coopex powder, crawling insect killer, 100g",Naheed (Karachi),470.0,Metro (Islamabad/Rawalpindi),mortein crawling insect killer coopex powder 100gm,394.32,-75.68,98.99
"mortein coopex powder, crawling insect killer, 100g",Naheed (Karachi),470.0,Metro (Karachi),mortein crawling insect killer coopex powder 100gm,394.32,-75.68,98.99
"mortein coopex powder, crawling insect killer, 100g",Naheed (Karachi),470.0,Metro (Lahore),mortein crawling insect killer coopex powder 100gm,394.32,-75.68,98.99
"shan shoop full meal spicy chicken noodles, 110g",Naheed (Karachi),90.0,AlFatah (Faisalabad),shan shoop spicy chicken full meal noodle  110g,90.0,0.0,98.92
"dairy life mozzarella shredded cheese, 200g",Naheed (Karachi),690.0,Metro (Islamabad/Rawalpindi),dairy life mozzarella cheese shredded 200gm,690.0,0.0,98.82
"dairy life mozzarella shredded cheese, 400g",Naheed (Karachi),1270.0,Metro (Islamabad/Rawalpindi),dairy life mozzarella cheese shredded 400gm,1270.0,0.0,98.82
dettol multi-purpose lavender cleaner 500ml,Naheed (Karachi),825.0,Metro (Karachi),dettol multipurpose cleaner lavender 500ml,501.64,-323.36,98.82
dettol multi-purpose lavender cleaner 500ml,Naheed (Karachi),825.0,Metro (Islamabad/Rawalpindi),dettol multipurpose cleaner lavender 500ml,403.63,-421.37,98.82
"dairy life mozzarella shredded cheese, 400g",Naheed (Karachi),1270.0,Metro (Karachi),dairy life mozzarella cheese shredded 400gm,1270.0,0.0,98.82
"dairy life mozzarella shredded cheese, 200g",Naheed (Karachi),690.0,Metro (Karachi),dairy life mozzarella cheese shredded 200gm,690.0,0.0,98.82
"dairy life mozzarella shredded cheese, 400g",Naheed (Karachi),1270.0,Metro (Lahore),dairy life mozzarella cheese shredded 400gm,1270.0,0.0,98.82
dettol multi-purpose lavender cleaner 500ml,Naheed (Karachi),825.0,Metro (Lahore),dettol multipurpose cleaner lavender 500ml,403.63,-421.37,98.82
dettol multi-purpose floral cleaner 500ml,Naheed (Karachi),825.0,Metro (Islamabad/Rawalpindi),dettol multipurpose cleaner floral 500ml,501.64,-323.36,98.77
"gillette proglide power cartridges, 4-pack",Naheed (Karachi),6500.0,AlFatah (Faisalabad),gillette proglide power 4 cartrides pack,5995.0,-505.0,98.77
dettol multi-purpose floral cleaner 500ml,Naheed (Karachi),825.0,Metro (Lahore),dettol multipurpose cleaner floral 500ml,403.63,-421.37,98.77
dettol multi-purpose floral cleaner 500ml,Naheed (Karachi),825.0,Metro (Karachi),dettol multipurpose cleaner floral 500ml,501.64,-323.36,98.77
"shan shoop full meal beef noodles, 110g",Naheed (Karachi),130.0,AlFatah (Faisalabad),shan shoop beef full meal noodle  110g,130.0,0.0,98.67
pakola ice cream flavoured milk 250ml,Naheed (Karachi),100.0,Metro (Karachi),pakola ice cream flavored milk 250ml,100.0,0.0,98.63
bake parlor elbow macaroni 400gm box,Naheed (Karachi),210.0,Imtiaz (Karachi),bake parlor macaroni elbow box 400g,169.0,-41.0,98.59
"maliban nice coconut biscuit, 200g",Naheed (Karachi),580.0,Imtiaz (Karachi),maliban biscuits nice coconut 200g,515.0,-65.0,98.51
"razmin worcestershire sauce, 300ml",Naheed (Karachi),680.0,AlFatah (Faisalabad),razmin sauce worcestershire 300 ml,645.0,-35.0,98.51
"dipitt thousand island sauce, 290g",Naheed (Karachi),400.0,Metro (Karachi),dipitt thousand island sauce 290gm,322.03,-77.97000000000003,98.51
"dipitt thousand island sauce, 290g",Naheed (Karachi),400.0,Metro (Lahore),dipitt thousand island sauce 290gm,322.03,-77.97000000000003,98.51
"dipitt thousand island sauce, 290g",Naheed (Karachi),400.0,Metro (Islamabad/Rawalpindi),dipitt thousand island sauce 290gm,322.03,-77.97000000000003,98.51
"dipitt worcestershire sauce, 300g",Naheed (Karachi),372.0,Metro (Islamabad/Rawalpindi),dipitt worcestershire sauce 300gm,300.85,-71.14999999999998,98.46
maliban smart cream cracker 190gm,Naheed (Karachi),475.0,Imtiaz (Karachi),maliban smart cream cracker 190g,425.0,-50.0,98.46
"pond's triple vitamin silky smooth skin moisturising lotion, 400ml",Naheed (Karachi),1150.0,Metro (Karachi),pond's triple vitamin silky smooth skin moisturizing lotion 400ml,1025.0,-125.0,98.46
national strawberry custard 300gm,Naheed (Karachi),195.0,Metro (Islamabad/Rawalpindi),national strawberry custard 300g,203.0,8.0,98.46
"pond's triple vitamin silky smooth skin moisturising lotion, 400ml",Naheed (Karachi),1150.0,Metro (Islamabad/Rawalpindi),pond's triple vitamin silky smooth skin moisturizing lotion 400ml,1025.0,-125.0,98.46
"pond's triple vitamin silky smooth skin moisturising lotion, 400ml",Naheed (Karachi),1150.0,Metro (Lahore),pond's triple vitamin silky smooth skin moisturizing lotion 400ml,1050.0,-100.0,98.46
shield antibacterial tooth brush,Naheed (Karachi),180.0,Imtiaz (Karachi),shield tooth brush anti-bacterial,119.0,-61.0,98.46
national strawberry custard 300gm,Naheed (Karachi),195.0,Metro (Karachi),national strawberry custard 300g,203.0,8.0,98.46
"dipitt worcestershire sauce, 300g",Naheed (Karachi),372.0,Metro (Karachi),dipitt worcestershire sauce 300gm,300.85,-71.14999999999998,98.46
tapal green tea jasmine jar 100gm,Naheed (Karachi),300.0,Imtiaz (Karachi),tapal green tea jasmine jar 100g,275.0,-25.0,98.46
"cadbury dairy milk wafer bar, 34g",Naheed (Karachi),100.0,AlFatah (Faisalabad),cadbury dairy milk wafer bar 34gm,100.0,0.0,98.46
national strawberry custard 300gm,Naheed (Karachi),195.0,Metro (Lahore),national strawberry custard 300g,203.0,8.0,98.46
